"vegobjektid";"type_id";"versjonid";"startdato";"sistmodifisert";"Bomstasjonstype";"Navn bompengeanlegg (fra CS)";"Navn bomstasjon";"Vedtatt til år";"Link til bomstasjon";"Innkrevningsretning";"Bomstasjon_Id";"Bompengeanlegg_Id";"Takst liten bil";"Takst stor bil";"Tidsdifferensiert takst";"Rushtidstakst liten bil";"Rushtidstakst stor bil";"Rushtid morgen, fra";"Rushtid morgen, til";"Rushtid ettermiddag, fra";"Rushtid ettermiddag, til";"Timesregel";"Timesregel, varighet";"Timesregel, passeringsgruppe";"Gratis gjennomkjøring ved HC-brikke";"Etableringsår";"Tilleggsinformasjon";"Prosjektreferanse";"Eier";"Vedlikeholdsansvarlig";"Geometri, punkt";"kommune";"fylke";"region";"vegavdeling";"riksvegrute";"kontraktsområde";"vegreferanse";"fylkesnummer";"kommunenummer";"vegkategori";"vegstatus";"vegnummer";"fra hp";"til hp";"fra meter";"til meter";"stedfesting";"geometri";"srid"
"759735524";"45";"1";"2016-12-05";"2017-10-17T08:23:04";"AutoPASS + automatisk";"Vegfinans Fv33 Oppland AS";"Fv. 33 Langsletta";"2031";"www.fv33oppland.no";"Begge retninger";"1";"62";"34";"68";;;;;;;;"Ikke timesregel";;;"Nei";"2016";;;"Fylkeskommune";"Kommune";;"Østre Toten";"Oppland";"ØST";"Oppland";"";"0501 GJØVIK-TOTEN 2013-2018,0501 GJØVIK-TOTEN  2018-2023";"0500 Fv33 hp1 m2754";"5";"0";"F";"V";"33";"1";"1";"2754";;"2432615 0.47823081 0.47823081 WITH 1#2 ";"POINT Z (287434.96664 6726663.3579 146.35575)";"6173"
"759748095";"45";"1";"2016-12-13";"2019-11-02T15:33:28";"AutoPASS + automatisk";"Vegfinans E6 Ringebu-Otta AS";"Fv. 312 Moastugu";"2031";"www.e6ringebu-otta.no";"Begge retninger";"6";"61";"11";"22";;;;;;;;;;;;"2016";;;"Stat, Statens vegvesen";;"POINT (212181.25 6849779.13 305.19)";"Sel";"Oppland";"ØST";"Oppland";"";"0502 Nord-Gudbrandsdalen 2020-2024,0502 Nord-Gudbrandsdalen 2014-2020";"0500 Fv2522 hp12 m43";"5";"0";"F";"V";"2522";"12";"12";"43";;"1060624 0.48411136 0.48411136 WITH N/A ";"POINT Z (212176.52076 6849775.81039 309.26188)";"6173"
"759748096";"45";"1";"2016-12-13";"2019-06-19T15:14:33";"AutoPASS + automatisk";"Vegfinans E6 Ringebu-Otta AS";"Fv. 312 Hesteskobakken";"2031";"www.e6ringebu-otta.no";"Begge retninger";"5";"61";"16";"32";;;;;;;;;;;;"2016";;;;;"POINT (225248.91 6838946.97 0)";"Nord-Fron";"Oppland";"ØST";"Oppland";"";"0502 Nord-Gudbrandsdalen 2020-2024,0502 Nord-Gudbrandsdalen 2014-2020";"0500 Fv2522 hp9 m400";"5";"0";"F";"V";"2522";"9";"9";"400";;"1060622 0.22882761 0.22882761 WITH N/A ";"POINT Z (225249.3515 6838946.0652 239.0826)";"6173"
"760571953";"45";"4";"2017-07-31";"2019-10-19T09:08:21";"AutoPASS + automatisk";"Fjellinjen AS";"Påkjøring E18 fra Lysakerlokket";"2032";"www.fjellinjen.no";"Med metrering";"65";"23";"25";"86";"Ja";"31";"101";"06:30";"08:59";"15:00";"16:59";"Standard timesregel";"60";"230307";"Ja";;;"109416";"Stat, Statens vegvesen";"Kommune";;"Bærum";"Akershus";"ØST";"Akershus";"RUTE3 2010-2019,RUTE3 2014-2023 / 2018-2029";"0201 ASKER OG BÆRUM 2013-2019,Drift Elektro veglyskontrakt Oslo og Akershus,0201 ASKER OG BÆRUM 2019-2022";"0200 Ev18 hp83 m13560";"2";"0";"E";"V";"18";"83";"83";"13560";;"443317 0.94395676 0.94395676 WITH N/A ";"POINT Z (255865.70645 6649618.48211 12.3663)";"6173"
"760571954";"45";"3";"2017-07-31";"2019-10-19T09:08:21";"AutoPASS + automatisk";"Fjellinjen AS";"Påkjøring Granfoss fra E18";"2032";"www.fjellinjen.no";"Med metrering";"62";"23";"25";"86";"Ja";"31";"101";"06:30";"08:59";"15:00";"16:59";"Standard timesregel";"60";"230307";"Ja";;;"109416";"Stat, Statens vegvesen";"Kommune";;"Bærum";"Akershus";"ØST";"Akershus";"RUTE3 2010-2019,RUTE3 2014-2023 / 2018-2029";"0201 ASKER OG BÆRUM 2013-2019,Drift Elektro veglyskontrakt Oslo og Akershus,0201 ASKER OG BÆRUM 2019-2022";"0200 Ev18 hp83 m12357";"2";"0";"E";"V";"18";"83";"83";"12357";;"443319 0.74011136 0.74011136 WITH N/A ";"POINT Z (255496.95596 6649375.09766 16.8494)";"6173"
"760571978";"45";"4";"2017-07-31";"2019-09-05T22:21:39";"AutoPASS + automatisk";"Fjellinjen AS";"Ring 3 Gaustad";"2032";"www.fjellinjen.no";"Med metrering";"37";"23";"25";"86";"Ja";"31";"101";"06:30";"08:59";"15:00";"16:59";"Standard timesregel";"60";"230301";"Ja";;;;"Stat, Statens vegvesen";"Kommune";;"Oslo";"Oslo";"ØST";"Oslo";"RUTE6A 2010-2019,RUTE6A 2014-2023 / 2018-2029";"0303 RIKSVEGER OSLO 2016-2021,Drift Elektro veglyskontrakt Oslo og Akershus";"0300 Rv150 hp87 m32132";"3";"0";"R";"V";"150";"87";"87";"32132";;"625442 0.66047808 0.66047808 WITH N/A ";"POINT Z (261053.11525 6653186.46631 96.11668)";"6173"
"760759639";"45";"4";"2019-01-30";"2019-10-19T09:08:21";"AutoPASS + automatisk";"Vegamot AS";"Moholt, O-snitt, rampe 1";;"www.vegamot.no";"Med metrering";"63";"64";"11";"26";"Ja";"14";"33";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160009";"Ja";;;;;;;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"RUTE6A 2010-2019,RUTE6A 2014-2023 / 2018-2029";"1609 Trondheim ytre 2015-2020,1632 Sluppen - Grillstad 2016-2020,Driftskontrakt riksveg Trøndelag sør 2020-2025,DK riksveg Trøndelag sør vegnett fra 1.9.2022";"5000 Ev6 hp95 m32131";"50";"0";"E";"V";"6";"95";"95";"32131";;"72219 0.68235313 0.68235313 WITH N/A ";"POINT Z (272407.11664 7039248.26059 120.959)";"6173"
"760759640";"45";"4";"2019-01-30";"2019-10-19T09:08:21";"AutoPASS + automatisk";"Vegamot AS";"Moholt, O-snitt, rampe 2";;"www.vegamot.no";"Med metrering";"63";"64";"11";"26";"Ja";"14";"33";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160009";"Ja";;;;;;;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"RUTE6A 2010-2019,RUTE6A 2014-2023 / 2018-2029";"1609 Trondheim ytre 2015-2020,1632 Sluppen - Grillstad 2016-2020,Driftskontrakt riksveg Trøndelag sør 2020-2025,DK riksveg Trøndelag sør vegnett fra 1.9.2022";"5000 Ev6 hp95 m21072";"50";"0";"E";"V";"6";"95";"95";"21072";;"72218 0.29671972 0.29671972 WITH N/A ";"POINT Z (272397.65705 7039235.52204 120.28325)";"6173"
"760759641";"45";"4";"2019-01-30";"2019-10-19T09:08:21";"AutoPASS + automatisk";"Vegamot AS";"Tonstad, T-snitt, rampe 1";;"www.vegamot.no";"Med metrering";"70";"64";"11";"26";"Ja";"14";"33";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160012";"Ja";;;;;;;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"RUTE6A 2010-2019,RUTE6A 2014-2023 / 2018-2029";"1609 Trondheim ytre 2015-2020,1631 Klett - Kroppan bru 2016-2020,Driftskontrakt riksveg Trøndelag sør 2020-2025,DK riksveg Trøndelag sør vegnett fra 1.9.2022";"5000 Ev6 hp84 m43276";"50";"0";"E";"V";"6";"84";"84";"43276";;"72196 0.4795717 0.4795717 WITH N/A ";"POINT Z (269112.6384 7035376.56039 130.89999)";"6173"
"760759642";"45";"4";"2019-01-30";"2019-10-21T11:37:05";"AutoPASS + automatisk";"Vegamot AS";"Tonstad, T-snitt, rampe 2";;"www.vegamot.no";"Med metrering";"70";"64";"11";"26";"Ja";"14";"33";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160012";"Ja";;;;;;;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"RUTE6A 2010-2019,RUTE6A 2014-2023 / 2018-2029";"1609 Trondheim ytre 2015-2020,1631 Klett - Kroppan bru 2016-2020,Driftskontrakt riksveg Trøndelag sør 2020-2025,DK riksveg Trøndelag sør vegnett fra 1.9.2022";"5000 Ev6 hp84 m41076";"50";"0";"E";"V";"6";"84";"84";"41076";;"72814 0.55563142 0.55563142 WITH N/A ";"POINT Z (268959.14768 7035251.26873 127.9)";"6173"
"760759643";"45";"4";"2019-01-30";"2019-10-21T11:37:05";"AutoPASS + automatisk";"Vegamot AS";"Tonstad, T-snitt, rampe 3";;"www.vegamot.no";"Med metrering";"70";"64";"11";"26";"Ja";"14";"33";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"160012";"Ja";;;;;;;"Trondheim";"Trøndelag";"MIDT";"Trøndelag";"RUTE6A 2010-2019,RUTE6A 2014-2023 / 2018-2029";"1609 Trondheim ytre 2015-2020,1631 Klett - Kroppan bru 2016-2020,Driftskontrakt riksveg Trøndelag sør 2020-2025,DK riksveg Trøndelag sør vegnett fra 1.9.2022";"5000 Ev6 hp84 m32462";"50";"0";"E";"V";"6";"84";"84";"32462";;"72814 0.41922821 0.41922821 WITH N/A ";"POINT Z (268952.20725 7035251.96944 127.7)";"6173"
"797767985";"45";"1";"2017-07-05";"2019-06-19T15:14:33";"AutoPASS + automatisk";"Vegfinans Rv4 Oppland AS";"Fv. 16 Dynna";"2032";"www.rv4.no";"Begge retninger";"2";"63";"43";"71";"Nei";;;;;;;"Ikke timesregel";;;"Nei";"2017";;;;;;"Gran";"Oppland";"ØST";"Oppland";"";"0505 LAND-HADELAND 2016-2021,0202 Vest_Fv_2021";"0500 Fv2300 hp3 m31";"5";"0";"F";"V";"2300";"3";"3";"31";;"2679715 0.91079345 0.91079345 WITH N/A ";"POINT Z (256098.01608 6695543.98838 218.45502)";"6173"
"797768107";"45";"1";"2017-07-05";"2018-09-12T10:06:01";"AutoPASS + automatisk";"Vegfinans Rv4 Oppland AS";"Rv. 4 Dynna";"2032";"www.rv4.no";"Begge retninger";"1";"63";"43";"71";"Nei";;;;;;;"Ikke timesregel";;;"Nei";"2017";;;;;;"Gran";"Oppland";"ØST";"Oppland";"RUTE6A 2010-2019,RUTE6A 2014-2023 / 2018-2029";"0505 LAND-HADELAND 2016-2021";"0500 Rv4 hp3 m3848";"5";"0";"R";"V";"4";"3";"3";"3848";;"2583662 0.08820292 0.08820292 WITH N/A ";"POINT Z (255903.58359 6695874.32912 221.20007)";"6173"
"815568211";"45";"2";"2018-01-29";"2018-11-28T02:00:51";"AutoPASS + automatisk";"BPS Nord - Nordland Bompengeselskap AS";"E6 Skamdal";"2030";"www.e6helgeland.no";"Begge retninger";"2";"57";"13";"31";"Nei";;;;;;;"Ikke timesregel";;;"Nei";"2015";;;"Stat, Statens vegvesen";"Statens vegvesen";"POINT (449906.22 7346169.76 11.19)";"Rana";"Nordland";"NORD";"Nordland vegavdeling";"RUTE7 2010-2019,RUTE7 2014-2023 / 2018-2029";"5001 Helgeland 2014-2020,1814 Helgeland nord 2015-2030,9551 Nordland 2020-2025,DK Helgeland";"1800 Ev6 hp8 m7385";"18";"0";"E";"V";"6";"8";"8";"7385";;"2708271 0.40781394 0.40781394 WITH N/A ";"POINT Z (449906.06468 7346169.74945 11.33843)";"6173"
"816280328";"45";"2";"2017-09-19";"2019-10-17T12:38:09";"AutoPASS + automatisk";"Østfold Bompengeselskap AS";"E18 Ørje øst";"2032";"www.ostfold-bompengeselskap.no";"Begge retninger";"16";"8";"8";"14";;;;;;;;;;;"Nei";"2017";;;"Fylkeskommune";"Statens vegvesen";;"Marker";"Østfold";"ØST";"Østfold";"RUTE2A 2010-2019,RUTE2A 2014-2023 / 2018-2029";"0102 ØSTFOLD NORD 2014-2019,0102 ØSTFOLD NORD 2019-2022,01E2 D/v veg- og gatebelysning Østfold 2018-2023";"0100 Ev18 hp7 m6541";"1";"0";"E";"V";"18";"7";"7";"6541";;"2607269 0.21864741 0.21864741 WITH N/A ";"POINT Z (315707.17359 6598559.4236 228.03818)";"6173"
"825044261";"45";"2";"2018-02-15";"2019-10-10T22:59:26";"AutoPASS + automatisk";"BPS Nord - Nordland Bompengeselskap AS";"Forsmo - eksisterende E6";"2032";"www.e6helgeland.no";"Begge retninger";"5";"57";"26";"63";"Nei";;;;;;;"Ikke timesregel";;;"Nei";"2017";;;"Stat, Statens vegvesen";;"POINT (420819.07 7308872.23 40.4)";"Vefsn";"Nordland";"NORD";"Nordland vegavdeling";"RUTE7 2010-2019,RUTE7 2014-2023 / 2018-2029";"5001 Helgeland 2014-2020,1815 Helgeland sør 2017-2032,9551 Nordland 2020-2025,DK Helgeland";"1800 Ev6 hp4 m5280";"18";"0";"E";"V";"6";"4";"4";"5280";;"885912 0.77777437 0.77777437 WITH N/A ";"POINT Z (420818.72539 7308871.98749 40.43671)";"6173"
"843277255";"45";"2";"2018-02-15";"2019-10-07T17:34:02";"AutoPASS + automatisk";"BPS Nord - Nordland Bompengeselskap AS";"Grane - Vefsn";"2032";"www.e6helgeland.no";"Begge retninger";"4";"57";"31";"76";"Nei";;;;;;;"Ikke timesregel";;;"Nei";"2017";;;"Stat, Statens vegvesen";;"POINT (420397.2 7283670.43 70.09)";"Grane";"Nordland";"NORD";"Nordland vegavdeling";"RUTE7 2010-2019,RUTE7 2014-2023 / 2018-2029";"5001 Helgeland 2014-2020,1815 Helgeland sør 2017-2032,9551 Nordland 2020-2025,DK Helgeland";"1800 Ev6 hp2 m18423";"18";"0";"E";"V";"6";"2";"2";"18423";;"885119 0.92077499 0.92077499 WITH N/A ";"POINT Z (420392.93032 7283669.2631 70.3)";"6173"
"843303193";"45";"2";"2018-02-15";"2019-10-07T17:34:02";"AutoPASS + automatisk";"BPS Nord - Nordland Bompengeselskap AS";"Svenningvatnet";"2032";"www.e6helgeland.no";"Begge retninger";"3";"57";"31";"76";"Nei";;;;;;;"Ikke timesregel";;;"Nei";"2017";;;"Stat, Statens vegvesen";;"POINT (424596.59 7249541.88 183.47)";"Grane";"Nordland";"NORD";"Nordland vegavdeling";"RUTE7 2010-2019,RUTE7 2014-2023 / 2018-2029";"5001 Helgeland 2014-2020,1815 Helgeland sør 2017-2032,9551 Nordland 2020-2025,DK Helgeland";"1800 Ev6 hp1 m33503";"18";"0";"E";"V";"6";"1";"1";"33503";;"885115 0.62470117 0.62470117 WITH N/A ";"POINT Z (424591.77116 7249542.70891 183.40744)";"6173"
"846279712";"45";"1";"2018-01-23";"2018-05-22T15:08:07";"AutoPASS + automatisk";;;;;"Begge retninger";;;;;;;;;;;;;;;;"2017";;;"Stat, Statens vegvesen";;"POINT (561862.3599650604 7633460.061480392 44)";"Harstad";"Troms";"NORD";"Midtre Hålogaland vegavdeling";"RUTE8A 2010-2019,RUTE8A 2014-2023 / 2018-2029";"1909 HINNØY 2015-2020,5004 Harstad_Narvik 2014-2020,DK Midtre Hålogaland";"1900 Rv83 hp4 m1333";"19";"0";"R";"V";"83";"4";"4";"1333";;"2788110 0.82530603 0.82530603 WITH N/A ";"POINT Z (561862.01442 7633459.37256 44.32469)";"6173"
"854853551";"45";"2";"2018-06-11";"2019-10-11T12:58:23";"AutoPASS + automatisk";"Vegfinans E18 Vestfold AS";"E18 Bommestad";"2038";"www.e18vestfold.no";"Begge retninger";"7";"26";"8";"13";"Nei";;;;;;;"Ikke timesregel";;;;"2018";;;"Privat";"Statens vegvesen";"POINT (216837.360107422 6559789.57006836 46.3699989318848)";"Larvik";"Vestfold";"SØR";"Vestfold";"RUTE3 2010-2019,RUTE3 2014-2023 / 2018-2029";"0702 Vestfold syd 2014-2019,0707 Vestfold veglys 2016-2021,0706 Vestfold elektro 2018-2023,0702 Vestfold vest 2019-2027,0704 Vestfold riksveg 2019-2020,9202 Nedre Telemark og Vestfold 2020-2021,9202 Nedre Telemark og Vestfold 2021-2023";"0700 Ev18 hp4 m339";"7";"0";"E";"V";"18";"4";"4";"339";;"2680848 0.51167243 0.51167243 WITH N/A RIGHT";"POINT Z (216836.26198 6559790.63655 46.8394)";"6173"
"903789524";"45";"2";"2018-09-19";"2018-12-06T15:24:25";"AutoPASS + automatisk";"Vegfinans Rv36 Telemark AS";"Rv. 36 Ullevik";"2033";"rv36.vegfinans.no";"Begge retninger";"1";"65";"28";"70";"Nei";;;;;;;"Ikke timesregel";;;"Nei";"2018";;;"Stat, Statens vegvesen";"Statens vegvesen";"POINT (171939.411373944 6590776.05512465)";"Nome";"Telemark";"SØR";"Telemark";"RUTE5A 2010-2019,RUTE5A 2014-2023 / 2018-2029";"0810 Telemark elektro 2014-2019,0811 Telemark veglys 2016-2019,0803 Grenland 2016-2021,0811 Telemark elektro 2020-2023,0811 Telemark veglys 2020-2023,9202 Nedre Telemark og Vestfold 2021-2023";"0800 Rv36 hp7 m4990";"8";"0";"R";"V";"36";"7";"7";"4990";;"2788124 0.90387016 0.90387016 WITH N/A ";"POINT Z (171938.96067 6590774.6288 44.79933)";"6173"
"906727232";"45";"5";"2019-06-05";"2019-07-30T14:04:51";"AutoPASS + automatisk";"Ferde AS - Bymiljøpakken Nord Jæren";"Fv. 509 Flyplassveien, mot Sørvest - Sola flyplass";"2030";"www.bompenger.no";"Med metrering";"501";"10";"22";"55";"Ja";"44";"110";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"100001";;"2018";;;"Privat";;"POINT (-39057.3 6565546.01 8.87)";"Sola";"Rogaland";"VEST";"Rogaland";"RUTE3 2010-2019,RUTE3 2014-2023 / 2018-2029";"1103 Stavanger 2017-2022,1153 Sør Rogaland 2018-2023";"1100 Rv509 hp50 m910";"11";"0";"R";"V";"509";"50";"50";"910";;"2721331 0.15503309 0.15503309 WITH 1#3K ";"POINT Z (-39055.12553 6565541.99178 9.1407)";"6173"
"906727233";"45";"4";"2019-02-20";"2019-10-07T17:34:02";"AutoPASS + automatisk";"Ferde AS - Bymiljøpakken Nord Jæren";"Fv. 374 Nordsjøveien, mot Nord - Sola flyplass";"2030";"www.bompenger.no";"Med metrering";"502";"10";"22";"55";"Ja";"44";"110";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"100001";;"2018";;;"Privat";;"POINT (-39705.4544249768 6565161.71186712)";"Sola";"Rogaland";"VEST";"Rogaland";"";"1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Fv4524 hp1 m4128";"11";"0";"F";"V";"4524";"1";"1";"4128";;"320684 0.91769024 0.91769024 WITH 1 ";"POINT Z (-39710.94839 6565164.74403 4.92622)";"6173"
"906727234";"45";"3";"2019-01-30";"2019-07-30T14:04:51";"AutoPASS + automatisk";"Ferde AS - Bymiljøpakken Nord Jæren";"Fv. 332 Hanaveien, mot Sør - Sandnes sentrum";"2030";"www.bompenger.no";"Mot metrering";"310";"10";"22";"55";"Ja";"44";"110";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"100001";;"2018";;;"Privat";;"POINT (-32624.8881490342 6560582.80501651 1.47)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023,Bussveien";"1100 Fv4492 hp1 m991";"11";"0";"F";"V";"4492";"1";"1";"991";;"2269011 0.28840125 0.28840125 WITH 2#4K ";"POINT Z (-32620.92966 6560581.38323 1.64)";"6173"
"906727235";"45";"4";"2019-02-20";"2019-10-18T17:43:27";"AutoPASS + automatisk";"Ferde AS - Bymiljøpakken Nord Jæren";"Fv. 323 Austråttveien, mot Vest - Sandnes sentrum";"2030";"www.bompenger.no";"Mot metrering";"309";"10";"22";"55";"Ja";"44";"110";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"100001";;"2018";;;"Fylkeskommune";;"POINT (-32492.72 6559831.67 57.08)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Fv4488 hp1 m1161";"11";"0";"F";"V";"4488";"1";"1";"1161";;"320132 0.65330228 0.65330228 WITH 2 ";"POINT Z (-32493.05894 6559831.65406 56.86191)";"6173"
"906727236";"45";"4";"2019-02-20";"2019-11-04T20:08:04";"AutoPASS + automatisk";"Ferde AS - Bymiljøpakken Nord Jæren";"Fv. 334 Gml Ålgårdsvn, mot Nord - Sandnes sentrum";"2030";"www.bompenger.no";"Mot metrering";"308";"10";"22";"55";"Ja";"44";"110";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"100001";;"2018";;;"Fylkeskommune";;"POINT (-33351.8003453775 6559250.02977506)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Fv334 hp3 m1136";"11";"0";"F";"V";"334";"3";"3";"1136";;"320152 0.72553112 0.72553112 WITH 2 ";"POINT Z (-33357.23808 6559248.6781 40.87291)";"6173"
"906727237";"45";"4";"2019-03-15";"2019-11-07T16:27:35";"AutoPASS + automatisk";"Ferde AS - Bymiljøpakken Nord Jæren";"Fv. 330 Hoveveien, mot Nord - Sandnes sentrum";"2030";"www.bompenger.no";"Med metrering";"307";"10";"22";"55";"Ja";"44";"110";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"100001";;"2018";;;"Privat";;"POINT (-33774.155591118 6559159.46291043)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Fv4490 hp1 m2200";"11";"0";"F";"V";"4490";"1";"1";"2200";;"320139 0.12773199 0.12773199 WITH 1 ";"POINT Z (-33779.02391 6559161.30529 17.80945)";"6173"
"906727238";"45";"3";"2019-01-30";"2019-08-13T15:32:41";"AutoPASS + automatisk";"Ferde AS - Bymiljøpakken Nord Jæren";"Fv. 325 Jærveien, mot Nord - Sandnes sentrum";"2030";"www.bompenger.no";"Med metrering";"306";"10";"22";"55";"Ja";"44";"110";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"100001";;"2018";;;"Privat";;"POINT (-34111.4568173821 6559615.76210043 22.3)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"1153 ELEKTRO,1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Fv44 hp7 m4662";"11";"0";"F";"V";"44";"7";"7";"4662";;"319722 0.39914797 0.39914797 WITH 1 ";"POINT Z (-34114.04642 6559617.5868 22.30718)";"6173"
"906727239";"45";"4";"2019-03-29";"2019-11-07T16:27:35";"AutoPASS + automatisk";"Ferde AS - Bymiljøpakken Nord Jæren";"Fv. 241 Heigreveien, mot Nordøst - Sandnes sentrum";"2030";"www.bompenger.no";"Med metrering";"305";"10";"22";"55";"Ja";"44";"110";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"100001";;"2018";;;"Privat";;"POINT (-34647.98 6560187.55 33.74)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"1153 ELEKTRO,1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Fv4476 hp2 m6076";"11";"0";"F";"V";"4476";"2";"2";"6076";;"320670 0.95255584 0.95255584 WITH 1 ";"POINT Z (-34650.38208 6560190.60517 33.28315)";"6173"
"906727240";"45";"4";"2019-03-11";"2019-11-04T20:08:04";"AutoPASS + automatisk";"Ferde AS - Bymiljøpakken Nord Jæren";"Fv. 509 Oalsgata, mot Sørøst - Sandnes sentrum";"2030";"www.bompenger.no";"Mot metrering";"304";"10";"22";"55";"Ja";"44";"110";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"100001";;"2018";;;"Privat";"Privat";"POINT (-34583.5621336736 6561122.13875041)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"1153 ELEKTRO,1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Fv334 hp2 m178";"11";"0";"F";"V";"334";"2";"2";"178";;"319868 0.2258297 0.2258297 WITH 2 ";"POINT Z (-34578.09164 6561127.70043 43.94693)";"6173"
"906727241";"45";"4";"2019-01-30";"2019-06-06T10:26:55";"AutoPASS + automatisk";"Ferde AS - Bymiljøpakken Nord Jæren";"Dyre Vaas vei, mot Sør - Sandnes sentrum";"2030";"www.bompenger.no";"Med metrering";"303";"10";"22";"55";"Ja";"44";"110";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"100001";;"2018";;;"Fylkeskommune";;"POINT (-33683.454187852 6562596.07470466 24.28)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"";"1102 Kv6100 hp1 m107";"11";"1102";"K";"V";"6100";"1";"1";"107";;"281957 0.16133491 0.16133491 WITH 1 ";"POINT Z (-33683.25505 6562596.05039 24.08165)";"6173"
"906727242";"45";"4";"2019-01-30";"2019-07-30T14:04:51";"AutoPASS + automatisk";"Ferde AS - Bymiljøpakken Nord Jæren";"Roald Amundsensgate, mot Sør - Sandnes sentrum";"2030";"www.bompenger.no";"Mot metrering";"302";"10";"22";"55";"Ja";"44";"110";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"100001";;"2018";;;"Privat";;"POINT (-32903.6671897788 6562620.20170365 12.55)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"";"1102 Kv24300 hp1 m1602";"11";"1102";"K";"V";"24300";"1";"1";"1602";;"282607 0.94962129 0.94962129 WITH 2 ";"POINT Z (-32903.71199 6562619.94781 12.16434)";"6173"
"906727243";"45";"3";"2019-01-30";"2019-08-13T15:32:41";"AutoPASS + automatisk";"Ferde AS - Bymiljøpakken Nord Jæren";"Fv. 44 Strandgata, mot Sør - Sandnes sentrum";"2030";"www.bompenger.no";"Mot metrering";"301";"10";"22";"55";"Ja";"44";"110";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"100001";;"2018";;;"Privat";"Privat";"POINT (-32699.1199895203 6562526.97442929 6.51)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"1153 ELEKTRO,1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023,Bussveien";"1100 Fv44 hp7 m8421";"11";"0";"F";"V";"44";"7";"7";"8421";;"319725 0.91359475 0.91359475 WITH 2 ";"POINT Z (-32694.14613 6562527.32567 4.73334)";"6173"
"906727244";"45";"3";"2019-01-30";"2019-06-06T10:05:14";"AutoPASS + automatisk";"Ferde AS - Bymiljøpakken Nord Jæren";"Fv. 44 Forussletta, mot Nord - Forus";"2030";"www.bompenger.no";"Med metrering";"209";"10";"22";"55";"Ja";"44";"110";"07:00";"08:59";"15:00";"16:59";"Standard timesregel";"60";"100001";;"2018";;;"Privat";;"POINT (-33692.1065784156 6563165.30836601 20.03)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"1153 ELEKTRO,1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023,Bussveien";"1100 Fv44 hp8 m3793";"11";"0";"F";"V";"44";"8";"8";"3793";;"319728 0.1066586 0.1066586 WITH 1 ";"POINT Z (-33694.66932 6563164.47098 20.07721)";"6173"
